level,age,gender,marital_status,faculty,department,skill,prep_before,prep_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.026489212039454,3.8289139578734153,Yes,Yes,-0.19757525416603894
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9352966645992877,3.996469476172319,Yes,No,0.06117281157303145
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.006224233925938,3.9880857938712833,Yes,No,-0.01813844005465448
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9987513418284704,3.7420113401592046,No,No,-0.2567400016692658
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.006691742649395,3.909979695520313,No,No,-0.0967120471290821
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9778014493251463,4.264741314210714,Yes,No,0.2869398648855679
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.001431413398687,3.778964264634616,No,No,-0.2224671487640708
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.927711551881067,3.4376807449180857,No,No,-0.4900308069629813
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.9829153091237126,4.3547837876054185,Yes,No,0.3718684784817059
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.016690940386837,3.4723487246813156,No,No,-0.5443422157055218
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9537367504761063,3.4411122067929703,No,No,-0.512624543683136
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.977566793236025,3.4017359313076923,Yes,Yes,-0.5758308619283325
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9703074692776825,3.8489338737603522,Yes,No,-0.12137359551733029
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.999504260283686,4.316418325448144,Yes,No,0.3169140651644575
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.028909115244516,4.000576159688812,No,No,-0.0283329555557037
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9792773182271217,3.9102739169613128,No,No,-0.06900340126580895
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.055936303561547,3.7980202401418643,Yes,No,-0.2579160634196831
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.976396034972879,3.8280174685029853,No,No,-0.14837856646989378
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.020610882236164,3.708898995656417,No,No,-0.3117118865797468
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.011161767780216,4.48444732385056,Yes,No,0.47328555607034417
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.957228508345532,4.101698824846695,No,No,0.1444703165011627
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9647653921754085,3.8301569639792485,No,No,-0.13460842819615992
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.995616501415002,3.8290011400798494,Yes,Yes,-0.16661536133515265
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.959442065480284,3.8012765544652263,Yes,No,-0.1581655110150577
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.94857714825046,3.717714662847681,Yes,No,-0.23086248540277898
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9847473484216693,3.680187106956155,No,No,-0.3045602414655142
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.946053333007668,4.056214317271216,No,No,0.11016098426354803
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9889677489332307,3.680607066389331,Yes,No,-0.3083606825438996
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.978493255623594,3.7640471628248737,No,No,-0.2144460927987204
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.010006445389959,3.998210788875862,No,No,-0.01179565651409753
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.02629911204608,4.45756770549318,Yes,No,0.43126859344710056
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9388696455628573,3.6204344130413038,No,No,-0.3184352325215536
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.981744056021971,3.469883637031096,No,No,-0.5118604189908749
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.016925189589156,3.8727029305637126,Yes,Yes,-0.14422225902544294
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.075524532029346,3.6182208919176326,Yes,No,-0.457303640111713
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9946918206821547,4.04889788129626,Yes,No,0.05420606061410549
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9996649071035693,3.9079264732570547,No,No,-0.09173843384651459
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.974215472258757,4.143351497716357,No,No,0.16913602545759998
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.068473084292331,3.671215541346018,Yes,No,-0.39725754294631344
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.981217959510034,3.564314083364484,No,No,-0.4169038761455499
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.009769915490587,3.8696656471719995,No,No,-0.14010426831858735
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.020659632061679,3.8871344211730534,Yes,No,-0.13352521088862535
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.951865578521512,3.9109120627362515,No,No,-0.04095351578526074
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.948992076171737,3.913811056311661,No,No,-0.035181019860075935
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9519969149702,4.469115586567398,Yes,Yes,0.5171186715971978
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.99225528742146,3.738336800477829,Yes,No,-0.2539184869436313
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.016062421066609,3.9683220422406085,Yes,No,-0.04774037882600046
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9676408324512065,3.795335782942186,No,No,-0.1723050495090206
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.050612690840333,3.897572799408844,No,No,-0.15303989143148877
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9696615006484697,3.927418986932723,Yes,No,-0.04224251371574672
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.001426856002521,3.703619533522873,No,No,-0.2978073224796476
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9854023661341103,3.687634018001985,No,No,-0.2977683481321254
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.957595226622181,4.173613323483818,Yes,No,0.21601809686163698
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9789635784316313,3.803718790694056,No,No,-0.17524478773757535
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9873835721821758,3.586238741694764,No,No,-0.4011448304874117
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.947012784681682,3.288591817246026,Yes,Yes,-0.658420967435656
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9877018785446885,3.5747290102326397,Yes,No,-0.4129728683120488
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.95911549157053,3.2758486660978585,Yes,No,-0.6832668254726717
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.0209432557717655,4.013314414186973,No,No,-0.0076288415847924895
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.955343037324099,3.8028641383161226,No,No,-0.1524788990079764
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9546435760425998,4.118445021675764,Yes,No,0.163801445633164
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.960887495001164,3.786719352336966,No,No,-0.1741681426641981
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.002370551066032,4.026804105854916,No,No,0.024433554788884315
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.032121528120324,3.861886080768261,Yes,No,-0.1702354473520633
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.952621996733566,3.743347078219026,No,No,-0.20927491851454016
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.011007378671339,3.5397839560020667,No,No,-0.4712234226692722
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.014508431678517,3.6737970126443242,Yes,Yes,-0.3407114190341929
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.979634710988706,3.772005973175877,Yes,No,-0.2076287378128292
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.012829264386301,3.839193491078838,Yes,No,-0.17363577330746338
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.009579286148885,3.7348632881103687,No,No,-0.2747159980385159
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9755048390376655,4.164365649838404,No,No,0.18886081080073813
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9274735382932318,3.8290705488996966,Yes,No,-0.0984029893935352
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9947969879674856,3.7217551121643386,No,No,-0.273041875803147
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9788393204117867,3.6757152091264027,No,No,-0.30312411128538397
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.9963061055956532,4.131682411348036,Yes,No,0.1353763057523829
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.008857253767747,4.062750815502914,No,No,0.05389356173516724
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.055799366183598,3.846060166159562,No,No,-0.20973920002403545
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9821262515650164,3.563713084236146,Yes,Yes,-0.41841316732887046
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.024274124023492,3.5996165641171673,Yes,No,-0.4246575599063247
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.000729766972064,3.8670308170370524,Yes,No,-0.13369894993501186
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9770973741013727,3.9121736009703745,No,No,-0.06492377313099817
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9635886495306263,3.7310541643393376,No,No,-0.23253448519128872
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.949924095277962,3.975960938254775,Yes,No,0.026036842976812746
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9299046910242903,3.9323061014479306,No,No,0.0024014104236402822
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.007246941036332,3.7264628394621138,No,No,-0.28078410157421807
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.010699197108913,3.6116924168936464,Yes,No,-0.3990067802152666
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.969502378450057,3.674717286524291,No,No,-0.29478509192576574
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.019336654564014,4.074560233328238,No,No,0.0552235787642239
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.997625024408159,4.359103264055118,Yes,Yes,0.3614782396469596
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9923049259662107,3.6124642068482746,Yes,No,-0.37984071911793604
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9678926527548057,3.5441286949669886,Yes,No,-0.42376395778781717
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.971544824177068,3.592182618069978,No,No,-0.37936220610709004
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.017003941053259,4.189290366025415,No,No,0.17228642497215585
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.009072464436633,3.980917425938961,Yes,No,-0.02815503849767209
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.987799191523952,4.384277286610669,No,No,0.3964780950867173
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.022770434274985,3.2504079892924547,No,No,-0.7723624449825306
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.009552594026368,3.537332236341035,Yes,No,-0.472220357685333
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.954535809552256,4.114969843853054,No,No,0.1604340343007986
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.040458932720671,3.4163259948875666,No,No,-0.624132937833104
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.99338937114258,3.9594640006896324,Yes,Yes,-0.03392537045294741
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.060349110366821,3.924411533935635,Yes,No,-0.1359375764311861
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.971627807673334,3.632706779453951,Yes,No,-0.33892102821938286
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9305079049029654,3.922764263814744,No,No,-0.007743641088221231
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.017297052946493,3.692201480063692,No,No,-0.32509557288280044
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.0529130184122995,3.7889783955782455,Yes,No,-0.263934622834054
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.990123022102408,3.8396690058978,No,No,-0.1504540162046082
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.004352986882394,3.7692691490012917,No,No,-0.23508383788110265
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.065829025221637,4.3105684643775835,Yes,No,0.24473943915594631
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.030472038492122,3.9667506866346076,No,No,-0.06372135185751437
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.022447557620742,4.109295841394119,No,No,0.08684828377337706
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9835641244060094,3.726908842289103,Yes,Yes,-0.2566552821169066
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.978028310849176,4.001075365335195,Yes,No,0.02304705448601929
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9582157430031577,3.768401256867602,Yes,No,-0.18981448613555552
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.965623717014115,3.701634574293763,No,No,-0.263989142720352
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.995517740202889,3.6664477745907194,No,No,-0.32906996561216983
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.014807975604449,4.057806194889252,Yes,No,0.04299821928480263
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.058037252927073,3.987247634884045,No,No,-0.07078961804302786
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.047759741256144,3.494066767914087,No,No,-0.5536929733420566
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.0080148005381595,3.6708880780363757,Yes,No,-0.33712672250178377
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.0058286202987725,3.6837184754434693,No,No,-0.3221101448553032
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.013918506845825,3.769010783106465,No,No,-0.24490772373935998
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9959797242473276,4.260367189517132,Yes,Yes,0.2643874652698046
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.048968821921696,4.046906755030044,Yes,No,-0.0020620668916526697
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9792613282180778,3.7543949435911044,Yes,No,-0.2248663846269734
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.990294190362807,3.6679324629583987,No,No,-0.32236172740440816
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9546815158846718,3.620429671664151,No,No,-0.3342518442205207
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9566245136780425,4.084244885077217,Yes,No,0.12762037139917437
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.012898986755764,3.440614398633616,No,No,-0.5722845881221481
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.031095652799941,3.284123245185819,No,No,-0.746972407614122
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.027951575437743,4.1688181863801566,Yes,No,0.14086661094241393
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.0293752454695575,4.255534806679954,No,No,0.22615956121039638
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9696915605717327,3.93955957061831,No,No,-0.0301319899534227
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.057595773551893,4.028707026237189,Yes,Yes,-0.0288887473147037
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.016621456402349,3.3903371652877468,Yes,No,-0.6262842911146018
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9889622777432736,3.0208786527841687,Yes,No,-0.9680836249591049
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.0000307053901025,3.7185636652713034,No,No,-0.2814670401187991
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9730683577451815,3.9534602404108625,No,No,-0.019608117334318997
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9767052512634464,3.9561362263892543,Yes,No,-0.0205690248741921
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.007856102383359,4.015266395937515,No,No,0.007410293554156233
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9876819034285167,3.7268286603376084,No,No,-0.2608532430909083
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.005369049852549,3.8086289920062053,Yes,No,-0.1967400578463434
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.005746437958066,4.070007722121917,No,No,0.06426128416385168
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.949795350099328,4.3603091075310765,No,No,0.41051375743174834
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.040109819508767,4.020417390915386,Yes,Yes,-0.019692428593380384
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.063896313667096,4.047449772532095,Yes,No,-0.01644654113500099
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.978127691632773,4.031632574918966,Yes,No,0.05350488328619285
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.014449710092493,3.456368085392576,No,No,-0.5580816246999172
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.030758555349516,3.844197027886816,No,No,-0.18656152746270038
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.000577708455281,3.4608356938820606,Yes,No,-0.5397420145732204
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.006547964967118,3.4419491087600282,No,No,-0.5645988562070898
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.978843697697256,3.386317768496387,No,No,-0.5925259292008689
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.985220865129557,4.047578789046321,Yes,No,0.062357923916764424
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.008947106791336,3.7225234524996194,No,No,-0.28642365429171646
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.040171590208313,4.142130463598824,No,No,0.1019588733905108
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.004995322416067,3.9452295729872797,Yes,Yes,-0.05976574942878754
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.031690037783291,3.5877093391930868,Yes,No,-0.4439806985902046
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.0101496646236034,3.4173785003561616,Yes,No,-0.5927711642674418
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.996551791465474,3.9336567116934273,No,No,-0.06289507977204645
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.026357502705447,4.331184164534597,No,No,0.30482666182914997
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.016745074294927,3.6082588215751965,Yes,No,-0.4084862527197304
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.0372740843767785,3.3535314839143004,No,No,-0.683742600462478
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.047822511146337,4.364607214968785,No,No,0.3167847038224485
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.016300262634477,4.028860091708224,Yes,No,0.012559829073746975
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.016527499990855,4.22486384911153,No,No,0.20833634912067467
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.032886276221481,4.0650571737286585,No,No,0.03217089750717772
